0.400	2.500	0.616078	00179246
0.400	2.500	0.584406	00179246
0.400	2.500	0.587671	00179246
0.400	2.500	0.567006	00179246
0.400	2.500	0.508383	00179246
0.400	2.500	0.543344	00179246
0.400	2.500	0.498580	00179246
0.400	2.500	0.455390	00179246
0.400	2.500	0.458348	00179246
0.400	2.500	0.474065	00179246
0.400	2.500	0.467182	00179246
0.400	2.500	0.458334	00179246
0.400	2.500	0.440259	00179246
0.400	2.500	0.440248	00179246
0.400	2.500	0.433808	00179246
0.400	2.500	0.443175	00179246
0.400	2.500	0.439342	00179246
0.400	2.500	0.423784	00179246
0.400	2.500	0.422166	00179246
0.400	2.500	0.422557	00179246
0.400	2.500	0.423959	00179246
0.400	2.500	0.400775	00179246
0.400	2.500	0.414473	00179246
0.400	2.500	0.402802	00179246
0.400	2.500	0.402162	00179246
0.400	2.500	0.411057	00179246
0.400	2.500	0.380315	00179246
0.400	2.500	0.393919	00179246
0.400	2.500	0.394513	00179246
0.400	2.500	0.390971	00179246
0.400	2.500	0.381469	00179246
0.400	2.500	0.386460	00179246
0.400	2.500	0.400486	00179246
0.400	2.500	0.382097	00179246
0.400	2.500	0.391980	00179246
0.400	2.500	0.405070	00179246
0.400	2.500	0.375007	00179246
0.400	2.500	0.379437	00179246
0.400	2.500	0.373836	00179246
0.400	2.500	0.381434	00179246
0.400	2.500	0.635978	00179246
0.400	2.500	0.558335	00179246
0.400	2.500	0.533337	00179246
0.400	2.500	0.553311	00179246
0.400	2.500	0.533557	00179246
0.400	2.500	0.515638	00179246
0.400	2.500	0.510559	00179246
0.400	2.500	0.501130	00179246
0.400	2.500	0.466757	00179246
0.400	2.500	0.480672	00179246
0.400	2.500	0.461826	00179246
0.400	2.500	0.436173	00179246
0.400	2.500	0.443348	00179246
0.400	2.500	0.423511	00179246
0.400	2.500	0.435685	00179246
0.400	2.500	0.447940	00179246
0.400	2.500	0.435588	00179246
0.400	2.500	0.437863	00179246
0.400	2.500	0.433341	00179246
0.400	2.500	0.402395	00179246
