0.400	2.500	0.497306	00179246
0.400	2.500	0.431806	00179246
0.400	2.500	0.393634	00179246
0.400	2.500	0.460958	00179246
0.400	2.500	0.433305	00179246
0.400	2.500	0.306966	00179246
0.400	2.500	0.352458	00179246
0.400	2.500	0.478216	00179246
0.400	2.500	0.269988	00179246
0.400	2.500	0.406507	00179246
0.400	2.500	0.411945	00179246
0.400	2.500	0.306229	00179246
0.400	2.500	0.357294	00179246
0.400	2.500	0.378366	00179246
0.400	2.500	0.417671	00179246
0.400	2.500	0.347005	00179246
0.400	2.500	0.239931	00179246
0.400	2.500	0.317113	00179246
0.400	2.500	0.387304	00179246
0.400	2.500	0.354950	00179246
0.400	2.500	0.327680	00179246
0.400	2.500	0.301488	00179246
0.400	2.500	0.399525	00179246
0.400	2.500	0.371046	00179246
0.400	2.500	0.314173	00179246
0.400	2.500	0.331458	00179246
0.400	2.500	0.386367	00179246
0.400	2.500	0.285763	00179246
0.400	2.500	0.367286	00179246
0.400	2.500	0.397910	00179246
0.400	2.500	0.294220	00179246
0.400	2.500	0.268439	00179246
0.400	2.500	0.408407	00179246
0.400	2.500	0.347085	00179246
0.400	2.500	0.387972	00179246
0.400	2.500	0.317847	00179246
0.400	2.500	0.355783	00179246
0.400	2.500	0.366967	00179246
0.400	2.500	0.335954	00179246
0.400	2.500	0.372966	00179246
0.400	2.500	0.423145	00179246
0.400	2.500	0.591724	00179246
0.400	2.500	0.429135	00179246
0.400	2.500	0.376404	00179246
0.400	2.500	0.380579	00179246
0.400	2.500	0.424480	00179246
0.400	2.500	0.374892	00179246
0.400	2.500	0.335112	00179246
0.400	2.500	0.384171	00179246
0.400	2.500	0.366706	00179246
0.400	2.500	0.341598	00179246
0.400	2.500	0.319462	00179246
0.400	2.500	0.310356	00179246
0.400	2.500	0.304139	00179246
0.400	2.500	0.380347	00179246
0.400	2.500	0.344198	00179246
0.400	2.500	0.380932	00179246
0.400	2.500	0.427020	00179246
0.400	2.500	0.300325	00179246
0.400	2.500	0.236837	00179246
